"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"p[9,3]",0.220282809124196,2.4049323558532e-05,0.22023556783034,0.22026656256684,0.220282837635047,0.220299131528541,0.220329742473393,1.00109720895062,17000
"p[10,3]",0.215496303657839,2.02651942631103e-05,0.215456312452671,0.215482619047483,0.215496367049873,0.215510000306105,0.215535920366844,1,1
"p[11,3]",0.210105630472709,1.89460560222118e-05,0.21006805882398,0.210092919364317,0.210105749203879,0.210118457224611,0.21014254558261,1,1
"p[12,3]",0.204207891505136,2.03020185774661e-05,0.204167843091968,0.204194240803842,0.20420796639549,0.204221646691513,0.204247343709635,1,1
"p[13,3]",0.197893149462353,2.36157062512509e-05,0.19784658282476,0.197877378099768,0.197893201868499,0.197909138847001,0.197939346834835,1.00101930639111,47000
"p[14,3]",0.191244397650958,2.79574972161823e-05,0.191189115148256,0.19122566548946,0.191244405880506,0.191263190343458,0.191299040486231,1.00101964736692,46000
"p[15,3]",0.184337725457443,3.26977468593329e-05,0.18427326160702,0.184315858640456,0.184337724268886,0.184359688173435,0.184401794554263,1.00102267382654,43000
"p[1,4]",0.0158779284187353,1.24412743745451e-05,0.0158534419933154,0.0158695380296524,0.0158779100838763,0.0158863661000303,0.015902182380654,1.00103090082219,37000
"p[2,4]",0.0159838337488125,9.61122273690018e-06,0.0159649421346621,0.0159773577409366,0.015983854102538,0.0159903582005111,0.016002641588813,1.00105457980353,26000
"p[3,4]",0.0154486067084742,7.6840395218594e-06,0.0154334931618841,0.0154434470145815,0.0154486320590369,0.0154537993245445,0.0154635463024823,1.00107267012398,21000
"p[4,4]",0.0144986725761748,7.53996733384159e-06,0.0144839751421371,0.0144935736335269,0.0144986740408352,0.0145037636298298,0.0145133991034502,1.00105378812713,26000
"p[5,4]",0.0133234840743117,8.75405437319626e-06,0.0133064762670472,0.0133175287136592,0.0133234372705191,0.0133294065035149,0.0133405839845797,1.00102215231312,44000
"p[6,4]",0.0120564399345765,1.03191568856553e-05,0.012036375489165,0.0120494244655483,0.0120563492943273,0.0120634336320127,0.0120766622774138,1.00100380624384,68000
"p[7,4]",0.0107830587126467,1.16859594134424e-05,0.0107603458714219,0.0107750918199624,0.0107829750871806,0.0107910076587197,0.0108059963976773,1.00099480107783,68000
"p[8,4]",0.0273078561074288,1.56479260877721e-05,0.0272771543808348,0.027297340285476,0.0273078097978794,0.0273183466659279,0.0273386181443065,1.00099303991167,68000
"p[9,4]",0.0249404296577336,8.97658267488239e-06,0.0249228677842896,0.0249343975503579,0.0249403876699363,0.0249464565422993,0.024958175152136,1.00100035006965,68000
"p[10,4]",0.0238937320082776,7.46978498028889e-06,0.0238790896762207,0.0238886773443077,0.0238936917396761,0.0238987668601609,0.0239084068288852,1.00100190557906,68000
"p[11,4]",0.0228140662168192,6.97098941973037e-06,0.0228004479366372,0.0228093267360375,0.022814078871458,0.0228187881700064,0.0228277912608089,1.00099839607491,68000
"p[12,4]",0.021714927171934,7.415519520058e-06,0.0217005301598128,0.0217098753025352,0.0217149319371733,0.0217199301519144,0.0217294239312177,1.00099166523966,68000
"p[13,4]",0.0206080771241383,8.43940196553649e-06,0.0205915620055547,0.020602372052339,0.0206080562438144,0.020613782339637,0.020624532428164,1.00098636497244,68000
"p[14,4]",0.0195036678620378,9.69031214292569e-06,0.019484681922379,0.0194970896505708,0.0195036593713185,0.0195101857587777,0.019522738226871,1.00098339948095,68000
"p[15,4]",0.0184103761092937,1.09584833278893e-05,0.0183889751185628,0.0184029738860998,0.0184103575102041,0.0184177579505051,0.0184320038872928,1.0009819123413,68000
"p[1,5]",0.065351914259042,2.42529714331646e-05,0.0653041571828364,0.0653356028128903,0.0653520067875063,0.0653681200793969,0.0653998583872193,1.0009979958193,68000
"p[2,5]",0.0677605775694729,1.93353140804803e-05,0.0677226274255876,0.0677476001778871,0.0677605363665086,0.0677735316709576,0.0677986260139657,1.00099150164684,68000
"p[3,5]",0.0674554603936692,1.5815092021039e-05,0.0674245783601259,0.0674447965423967,0.0674554041856051,0.0674661009321002,0.0674864526502399,1.00099606392811,68000
"p[4,5]",0.0652060151740719,1.55453796404389e-05,0.0651756879337584,0.0651955115271698,0.0652059902403043,0.0652164825257854,0.0652365034876126,1.00100915756094,61000
"p[5,5]",0.0617175711663336,1.82605555702687e-05,0.0616816182227663,0.0617052970850945,0.0617175475112861,0.0617298923380414,0.0617536188520671,1.00101704166549,49000
"p[6,5]",0.0575230206013287,2.21399019675236e-05,0.0574796773331007,0.0575081450426487,0.0575229206348226,0.0575380131560267,0.0575667369969023,1.00101945800939,46000
"p[7,5]",0.052990268442292,2.59506700979486e-05,0.0529396182970807,0.0529728163188612,0.0529901094988349,0.0530078352932938,0.0530413885836953,1.00102053425668,45000
"p[8,5]",0.0802956998958287,2.58555908188877e-05,0.0802453429205925,0.0802783355334253,0.0802956089949205,0.0803133317734689,0.0803464714610481,1.00099920681599,68000
"p[9,5]",0.0743215104556184,1.50923411664697e-05,0.0742919239831091,0.074311300636393,0.074321461989296,0.0743316147446057,0.0743511429099702,1.00102495568461,41000
"p[10,5]",0.0715841616748989,1.26208215543912e-05,0.0715593534361722,0.0715756795361321,0.0715841109293855,0.0715926671541612,0.0716088858408446,1.00103816456253,32000
"p[11,5]",0.0687160215358754,1.18114206138757e-05,0.0686928447654606,0.0687080747888104,0.0687160194862747,0.0687240108253092,0.0687390883366346,1.00103924332943,32000
"p[12,5]",0.0657560984326803,1.26114871729592e-05,0.0657313486071329,0.0657475307109554,0.0657560899153121,0.0657645836173307,0.0657809012302838,1.00102548904147,41000
"p[13,5]",0.0627389833623807,1.44429097983645e-05,0.0627107621968129,0.0627292405593286,0.0627389595134,0.0627486841323709,0.0627673930287062,1.00100964301902,60000
"p[14,5]",0.0596950940388199,1.67136896631036e-05,0.0596623934240347,0.0596837930517629,0.059695079616392,0.059706248547048,0.0597281011691436,1.0009983547911,68000
"p[15,5]",0.0566509695691184,1.90602097485988e-05,0.0566137847780879,0.056638080568154,0.0566509408378674,0.0566637707046083,0.0566887873183326,1.00099125116284,68000
"p[1,6]",0.191595750131026,4.63199882935969e-05,0.191505292718463,0.191564506542262,0.191595403345246,0.191626968927629,0.191687179219208,1.00099515528847,68000
"p[2,6]",0.121359788992235,2.42074953066055e-05,0.12131243637467,0.121343455743447,0.121359748914627,0.121376038246931,0.121407023533748,1.00102271783192,43000
"p[3,6]",0.0738048634262078,1.76715074119598e-05,0.0737701729254094,0.073792817012114,0.0738049528743227,0.0738168057093498,0.0738394191514644,1.00120923787625,8600
"p[4,6]",0.0435838601091644,1.53307021996182e-05,0.0435539086295575,0.0435734351655982,0.0435839349771061,0.0435941793563689,0.0436140012113721,1.00127583018555,6700
"p[5,6]",0.0252009564765069,1.24538291362568e-05,0.0251766199378668,0.0251925423508896,0.0252009878272911,0.0252093585929139,0.0252254590703776,1.00127424379121,6700
"p[6,6]",0.0143489477171585,9.29968679396693e-06,0.0143308210783539,0.0143426563897019,0.0143489603078885,0.0143552042815425,0.0143672257322987,1.00126104966676,7000
"p[7,6]",0.00807503971205293,6.51595409878704e-06,0.00806233750236541,0.00807062981558362,0.0080750553542698,0.00807941841170956,0.00808790075245028,1.00124765953068,7400
"p[8,6]",0.0687646969930538,2.67396058007978e-05,0.0687121403694408,0.0687466239431296,0.0687647130431942,0.0687826869062556,0.0688172248218721,1.00103271521763,35000
"p[9,6]",0.0420757297587927,1.09663143455968e-05,0.0420542460133605,0.042068302863652,0.0420757960231635,0.042083059840002,0.0420971403592765,1.00102007274267,46000
"p[10,6]",0.0343424781251252,8.83871607586909e-06,0.0343251769360962,0.0343365335125685,0.0343424908912434,0.0343484035427452,0.0343597024407489,1.00101412516142,53000
"p[11,6]",0.0279363879984418,8.11255296485792e-06,0.0279204086381553,0.0279309640732575,0.0279364046484373,0.0279418504412811,0.027952231892322,1.00101325500549,54000
"p[12,6]",0.0226540495374768,7.94203699925619e-06,0.0226384413669217,0.022648732161514,0.0226540397749217,0.0226593761952555,0.0226695570110237,1.0010156043313,51000
"p[13,6]",0.018316599555054,7.82399990470124e-06,0.0183012003348185,0.0183113842102766,0.0183165952253927,0.0183218689154318,0.0183319073144118,1.00101828406952,48000
"p[14,6]",0.014768744660373,7.57857271892013e-06,0.0147537965862847,0.0147636769954642,0.0147687521492216,0.0147738724356906,0.01478361573557,1.0010203833601,45000
"p[15,6]",0.0118770848339817,7.18256937143319e-06,0.0118629207313995,0.0118722599169807,0.0118770867364856,0.0118819017597389,0.0118912663222353,1.00102188366606,44000
"p[1,7]",0.0113665525472601,1.29509399966547e-05,0.0113410185524218,0.0113578456784392,0.011366526785984,0.0113753097888349,0.0113919113547691,1.00097815603171,68000
"p[2,7]",0.00666460963012202,5.97825572279969e-06,0.00665291892997655,0.00666056464432234,0.00666459660917573,0.00666865867642624,0.00667628717266477,1.00099112026279,68000
"p[3,7]",0.00375182100853507,4.33984660079199e-06,0.00374333175901694,0.00374889077738991,0.00375181384814867,0.00375473118078302,0.00376035717948321,1.00100040007255,68000
"p[4,7]",0.00205088006725976,3.50109938706133e-06,0.00204404628591814,0.00204852729064134,0.00205088163492504,0.00205323693015751,0.00205774497222512,1.00099802203317,68000
"p[5,7]",0.00109771412979956,2.58333150179981e-06,0.00109267217031088,0.00109597304365956,0.00109771815976794,0.00109945855445128,0.00110279985625045,1.00099539745972,68000
"p[6,7]",0.000578562334705835,1.75590495903627e-06,0.000575128064953338,0.000577377690263911,0.000578565380235677,0.000579748408649044,0.000582006905360356,1.00099371621078,68000
"p[7,7]",0.000301392790720132,1.12493965172212e-06,0.000299186457856352,0.000300632237389491,0.000301394473329447,0.000302152340209513,0.000303598094345939,1.00099266008081,68000
"p[8,7]",0.00193311127893633,4.33470779230052e-06,0.00192461277738993,0.0019301676740132,0.00193310345106086,0.00193604087689301,0.00194165051473029,1.00098200683212,68000
"p[9,7]",0.00162033977191907,2.28229028632814e-06,0.00161588362552446,0.00161879489275548,0.00162033939943421,0.00162187895074081,0.00162482231673274,1.00098906353539,68000
"p[10,7]",0.0014999593064224,1.87510808334165e-06,0.00149630755773709,0.00149868235497799,0.00149995383534821,0.00150122596878873,0.00150365510996683,1.00099393246009,68000
"p[11,7]",0.00138385824849737,1.748939428705e-06,0.00138044225804767,0.00138267266087276,0.00138384381602065,0.00138504358808236,0.00138729648641788,1.00099621307337,68000
"p[12,7]",0.00127274324156782,1.83895878490915e-06,0.00126916798528131,0.00127149969641123,0.00127274107188827,0.00127397659246801,0.00127635901042023,1.0009945299659,68000
"p[13,7]",0.00116711459456724,2.03307138913258e-06,0.00116314855015657,0.00116574773141263,0.00116711260040628,0.00116848022519709,0.00117113105358745,1.00099155867558,68000
"p[14,7]",0.00106729879947442,2.24838979277192e-06,0.00106290706522919,0.00106578417744629,0.00106729212129976,0.00106881740886289,0.00107173217157525,1.00098903754842,68000
"p[15,7]",0.000973478091259624,2.44305288661236e-06,0.000968718086192434,0.000971830820956933,0.000973466609385043,0.000975125553239013,0.000978309464742074,1.00098721262063,68000
